village,month,method,method3,method2,place,hour,house,genus,species,Abdomen_status,number,Anopheles,id
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor31AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor31AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,1,Anopheles,Angambiaesl,NA,1,ano,Kimi6_Octobreoutdoor41AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,1,Anopheles,Annili,NA,1,ano,Kimi6_Octobreoutdoor41AnophelesAnnili
Kimidougou,Octobre,OK,CSH,CSH,outdoor,20,1,Anopheles,Anpharoensis,NA,1,ano,Kimi6_Octobreoutdoor201AnophelesAnpharoensis
Kimidougou,Octobre,OK,CSH,CSH,outdoor,0,1,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor01AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,0,1,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor01AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,0,1,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor01AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,0,1,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor01AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,1,1,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor11AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,1,1,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor11AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,1,1,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor11AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,1,1,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor11AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,2,1,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreoutdoor21AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,2,1,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreoutdoor21AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,2,1,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreoutdoor21AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,1,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor31AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,1,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor31AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,1,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor31AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,1,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor31AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,1,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor31AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,1,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor31AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,1,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor31AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,1,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor41AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,1,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor41AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,5,1,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor51AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,5,1,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor51AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,22,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,22,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,22,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,1,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,20,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreindoor202AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,20,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreindoor202AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,1,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,1,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,1,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,22,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,22,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,22,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,22,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,15,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,11,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,12,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreindoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreindoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,5,2,Anopheles,Angambiaesl,NA,1,ano,Kimi6_Octobreindoor52AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreindoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,1,ano,Kimi6_Octobreindoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreindoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,8,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,8,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,8,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,8,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,8,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,8,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,8,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,8,ano,Kimi6_Octobreindoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,NA,1,ano,Kimi6_Octobreindoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,NA,3,ano,Kimi6_Octobreindoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,5,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreindoor52AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,5,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreindoor52AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreindoor212AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor222AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,23,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreoutdoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,23,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreoutdoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,23,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreoutdoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,23,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreoutdoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,23,2,Anopheles,Angambiaesl,NA,5,ano,Kimi6_Octobreoutdoor232AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor02AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,1,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,1,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,1,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,1,2,Anopheles,Angambiaesl,NA,4,ano,Kimi6_Octobreoutdoor12AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,2,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreoutdoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,2,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreoutdoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,2,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreoutdoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,2,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreoutdoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,2,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreoutdoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,2,2,Anopheles,Angambiaesl,NA,6,ano,Kimi6_Octobreoutdoor22AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,3,2,Anopheles,Angambiaesl,NA,2,ano,Kimi6_Octobreoutdoor32AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor42AnophelesAngambiaesl
Kimidougou,Octobre,OK,CSH,CSH,outdoor,4,2,Anopheles,Angambiaesl,NA,7,ano,Kimi6_Octobreoutdoor42AnophelesAngambiaesl
