village,month,method,method3,method2,place,hour,house,genus,species,Abdomen_status,number,Anopheles,id
Kimidougou,Mai,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor21AnophelesAngambiaesl
Kimidougou,Mai,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor21AnophelesAngambiaesl
Kimidougou,Mai,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor31AnophelesAngambiaesl
Kimidougou,Mai,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor31AnophelesAngambiaesl
Kimidougou,Mai,OK,CSH,CSH,outdoor,21,1,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor211AnophelesAngambiaesl
Kimidougou,Mai,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor232AnophelesAngambiaesl
Kimidougou,Mai,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor232AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor21AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor21AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor31AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor31AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,outdoor,21,1,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor211AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor232AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor232AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor21AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor31AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor31AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,outdoor,21,1,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor211AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor232AnophelesAngambiaesl
Santidougou,Mai,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor232AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor21AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor21AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor31AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor31AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,21,1,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor211AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor232AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor232AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor02AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor232AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor22AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,21,2,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor212AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor12AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor222AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,2,2,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor22AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinoutdoor232AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,23,2,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinoutdoor232AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor02AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,21,2,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor212AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,22,3,Anopheles,Angambiaesl,NA,4,ano,Kimi2_juinindoor223AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,22,3,Anopheles,Angambiaesl,NA,4,ano,Kimi2_juinindoor223AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,22,3,Anopheles,Angambiaesl,NA,4,ano,Kimi2_juinindoor223AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,22,3,Anopheles,Angambiaesl,NA,4,ano,Kimi2_juinindoor223AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,23,3,Anopheles,Angambiaesl,NA,3,ano,Kimi2_juinindoor233AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,23,3,Anopheles,Angambiaesl,NA,3,ano,Kimi2_juinindoor233AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,23,3,Anopheles,Angambiaesl,NA,3,ano,Kimi2_juinindoor233AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor03AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,NA,3,ano,Kimi2_juinindoor13AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,NA,3,ano,Kimi2_juinindoor13AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,NA,3,ano,Kimi2_juinindoor13AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor23AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor23AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor213AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor213AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,23,3,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor233AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor213AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinindoor213AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor23AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor03AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,5,3,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor53AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,1,3,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor13AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,0,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor04AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,2,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor24AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,indoor,3,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinindoor34AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,22,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor224AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,23,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor234AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,0,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor04AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,1,4,Anopheles,Angambiaesl,NA,3,ano,Kimi2_juinoutdoor14AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,1,4,Anopheles,Angambiaesl,NA,3,ano,Kimi2_juinoutdoor14AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,1,4,Anopheles,Angambiaesl,NA,3,ano,Kimi2_juinoutdoor14AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,2,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor24AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,4,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor44AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,5,4,Aedes,NA,NA,1,na,Kimi2_juinoutdoor54AedesNA
Kimidougou,Juin,OK,CSH,CSH,outdoor,21,4,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinoutdoor214AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,21,4,Anopheles,Angambiaesl,NA,2,ano,Kimi2_juinoutdoor214AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,22,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor224AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,0,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor04AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,21,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor214AnophelesAngambiaesl
Kimidougou,Juin,OK,CSH,CSH,outdoor,0,4,Anopheles,Angambiaesl,NA,1,ano,Kimi2_juinoutdoor04AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor31AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor31AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,23,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor231AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,23,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor231AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor11AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,5,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor51AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,5,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor51AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,21,1,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor211AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,22,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor221AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,22,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor221AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,1,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor01AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor11AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,1,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor11AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,1,1,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor11AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,22,1,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor221AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,23,1,Anopheles,Anpharoensis,NA,1,ano,Kimi3_juilletoutdoor231AnophelesAnpharoensis
Kimidougou,Juillet,OK,CSH,CSH,outdoor,22,1,Aedes,NA,NA,1,na,Kimi3_juilletoutdoor221AedesNA
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletindoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletindoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletindoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor12AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor12AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor12AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor232AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor12AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor22AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor222AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,NA,5,ano,Kimi3_juilletoutdoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,NA,5,ano,Kimi3_juilletoutdoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,NA,5,ano,Kimi3_juilletoutdoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,NA,5,ano,Kimi3_juilletoutdoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,NA,5,ano,Kimi3_juilletoutdoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,1,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor12AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,1,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor12AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor02AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,1,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor12AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,1,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor12AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,2,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor22AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor222AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,1,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor12AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,3,2,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor32AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,4,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor42AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,4,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor42AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,5,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor52AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,5,2,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor52AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor213AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor03AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor13AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,4,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor43AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,20,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor203AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor03AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor23AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor213AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,22,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor223AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,22,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor223AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,23,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor233AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,23,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor233AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor03AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor03AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletindoor13AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletindoor13AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletindoor13AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor23AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,3,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor33AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,3,Anopheles,Anpharoensis,NA,1,ano,Kimi3_juilletindoor03AnophelesAnpharoensis
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor03AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor03AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor13AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor23AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,4,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor43AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,4,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletindoor43AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,indoor,5,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletindoor53AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,22,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor223AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,23,3,Anopheles,Angambiaesl,NA,4,ano,Kimi3_juilletoutdoor233AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,23,3,Anopheles,Angambiaesl,NA,4,ano,Kimi3_juilletoutdoor233AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,23,3,Anopheles,Angambiaesl,NA,4,ano,Kimi3_juilletoutdoor233AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,23,3,Anopheles,Angambiaesl,NA,4,ano,Kimi3_juilletoutdoor233AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,2,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor23AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,2,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor23AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,3,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor33AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,3,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor33AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,22,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletoutdoor223AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,22,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletoutdoor223AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,22,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletoutdoor223AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletoutdoor03AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletoutdoor03AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletoutdoor03AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,1,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor13AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,2,3,Anopheles,Angambiaesl,NA,1,ano,Kimi3_juilletoutdoor23AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,3,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor33AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,3,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor33AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,4,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletoutdoor43AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,4,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletoutdoor43AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,4,3,Anopheles,Angambiaesl,NA,3,ano,Kimi3_juilletoutdoor43AnophelesAngambiaesl
Kimidougou,Juillet,OK,CSH,CSH,outdoor,22,3,Anopheles,Angambiaesl,NA,2,ano,Kimi3_juilletoutdoor223AnophelesAngambiaesl
