village,month,house,place,method,hour,species,Abdomenstatus,ParRate,id
kimi,4_septembre,3,Indoor,CSH,1,Ag,Aj,0,kimi4_septembre3IndoorCSH1AgAj
kimi,4_septembre,3,Indoor,CSH,1,Ag,Aj,1,kimi4_septembre3IndoorCSH1AgAj
kimi,4_septembre,3,Indoor,CSH,1,Ag,Aj,0,kimi4_septembre3IndoorCSH1AgAj
kimi,4_septembre,3,Indoor,CSH,1,Ag,Aj,0,kimi4_septembre3IndoorCSH1AgAj
kimi,4_septembre,3,Indoor,CSH,1,Ag,Aj,0,kimi4_septembre3IndoorCSH1AgAj
kimi,4_septembre,3,Indoor,CSH,1,Ag,Aj,0,kimi4_septembre3IndoorCSH1AgAj
kimi,4_septembre,3,Indoor,CSH,1,Ag,Aj,1,kimi4_septembre3IndoorCSH1AgAj
kimi,4_septembre,3,Indoor,CSH,1,Ag,Aj,0,kimi4_septembre3IndoorCSH1AgAj
kimi,4_septembre,3,Indoor,CSH,2,Ag,Aj,0,kimi4_septembre3IndoorCSH2AgAj
kimi,4_septembre,3,Indoor,CSH,2,Ag,Aj,0,kimi4_septembre3IndoorCSH2AgAj
kimi,4_septembre,3,Indoor,CSH,2,Ag,Aj,NA,kimi4_septembre3IndoorCSH2AgAj
kimi,4_septembre,3,Indoor,CSH,2,Ag,Aj,1,kimi4_septembre3IndoorCSH2AgAj
kimi,4_septembre,3,Indoor,CSH,3,Ag,Aj,0,kimi4_septembre3IndoorCSH3AgAj
kimi,4_septembre,3,Indoor,CSH,4,Ag,Aj,1,kimi4_septembre3IndoorCSH4AgAj
kimi,4_septembre,3,Indoor,CSH,4,Ag,Aj,0,kimi4_septembre3IndoorCSH4AgAj
kimi,4_septembre,3,Indoor,CSH,4,Ag,Aj,1,kimi4_septembre3IndoorCSH4AgAj
kimi,4_septembre,3,Indoor,CSH,4,Ag,Aj,0,kimi4_septembre3IndoorCSH4AgAj
kimi,4_septembre,3,Indoor,CSH,4,Ag,Aj,1,kimi4_septembre3IndoorCSH4AgAj
kimi,4_septembre,3,Indoor,CSH,5,Ag,Aj,NA,kimi4_septembre3IndoorCSH5AgAj
kimi,4_septembre,3,Outdoor,CSH,21,Ag,Aj,0,kimi4_septembre3OutdoorCSH21AgAj
kimi,4_septembre,3,Outdoor,CSH,22,Ag,Aj,NA,kimi4_septembre3OutdoorCSH22AgAj
kimi,4_septembre,3,Outdoor,CSH,23,Ag,Aj,1,kimi4_septembre3OutdoorCSH23AgAj
kimi,4_septembre,3,Outdoor,CSH,23,Ag,Aj,0,kimi4_septembre3OutdoorCSH23AgAj
kimi,4_septembre,3,Outdoor,CSH,23,Ag,Aj,0,kimi4_septembre3OutdoorCSH23AgAj
kimi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,NA,kimi4_septembre3OutdoorCSH2AgAj
kimi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,1,kimi4_septembre3OutdoorCSH2AgAj
kimi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,0,kimi4_septembre3OutdoorCSH2AgAj
kimi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,1,kimi4_septembre3OutdoorCSH2AgAj
kimi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,0,kimi4_septembre3OutdoorCSH2AgAj
kimi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,0,kimi4_septembre3OutdoorCSH2AgAj
kimi,4_septembre,3,Outdoor,CSH,2,Ag,Aj,0,kimi4_septembre3OutdoorCSH2AgAj
kimi,4_septembre,4,Indoor,CSH,21,Ag,Aj,0,kimi4_septembre4IndoorCSH21AgAj
kimi,4_septembre,4,Indoor,CSH,23,Ag,Aj,0,kimi4_septembre4IndoorCSH23AgAj
kimi,4_septembre,4,Indoor,CSH,23,Ag,Aj,0,kimi4_septembre4IndoorCSH23AgAj
kimi,4_septembre,4,Indoor,CSH,1,Ag,Aj,1,kimi4_septembre4IndoorCSH1AgAj
kimi,4_septembre,4,Indoor,CSH,1,Ag,Aj,0,kimi4_septembre4IndoorCSH1AgAj
kimi,4_septembre,4,Indoor,CSH,2,Ag,Aj,0,kimi4_septembre4IndoorCSH2AgAj
kimi,4_septembre,4,Indoor,CSH,2,Ag,Aj,0,kimi4_septembre4IndoorCSH2AgAj
kimi,4_septembre,4,Indoor,CSH,2,Ag,Aj,0,kimi4_septembre4IndoorCSH2AgAj
kimi,4_septembre,4,Indoor,CSH,2,Ag,Aj,1,kimi4_septembre4IndoorCSH2AgAj
kimi,4_septembre,4,Indoor,CSH,3,Ag,Aj,1,kimi4_septembre4IndoorCSH3AgAj
kimi,4_septembre,4,Indoor,CSH,3,Ag,Aj,0,kimi4_septembre4IndoorCSH3AgAj
kimi,4_septembre,4,Indoor,CSH,4,Ag,Aj,0,kimi4_septembre4IndoorCSH4AgAj
kimi,4_septembre,4,Indoor,CSH,4,Ag,Aj,0,kimi4_septembre4IndoorCSH4AgAj
kimi,4_septembre,4,Outdoor,CSH,23,Ag,Aj,0,kimi4_septembre4OutdoorCSH23AgAj
kimi,4_septembre,4,Outdoor,CSH,23,Ag,Aj,NA,kimi4_septembre4OutdoorCSH23AgAj
kimi,4_septembre,4,Outdoor,CSH,1,Ag,Aj,0,kimi4_septembre4OutdoorCSH1AgAj
kimi,4_septembre,4,Outdoor,CSH,1,Ag,Aj,0,kimi4_septembre4OutdoorCSH1AgAj
kimi,4_septembre,4,Outdoor,CSH,1,Ag,Aj,1,kimi4_septembre4OutdoorCSH1AgAj
kimi,4_septembre,4,Outdoor,CSH,1,Ag,Aj,1,kimi4_septembre4OutdoorCSH1AgAj
kimi,4_septembre,4,Outdoor,CSH,1,Ag,Aj,1,kimi4_septembre4OutdoorCSH1AgAj
kimi,4_septembre,4,Outdoor,CSH,1,Ag,Aj,1,kimi4_septembre4OutdoorCSH1AgAj
kimi,4_septembre,4,Outdoor,CSH,2,Ag,Aj,0,kimi4_septembre4OutdoorCSH2AgAj
kimi,4_septembre,4,Outdoor,CSH,2,Ag,Aj,0,kimi4_septembre4OutdoorCSH2AgAj
kimi,4_septembre,4,Outdoor,CSH,2,Ag,Aj,0,kimi4_septembre4OutdoorCSH2AgAj
kimi,4_septembre,4,Outdoor,CSH,2,Ag,Aj,0,kimi4_septembre4OutdoorCSH2AgAj
kimi,4_septembre,4,Outdoor,CSH,2,Ag,Aj,0,kimi4_septembre4OutdoorCSH2AgAj
kimi,4_septembre,4,Outdoor,CSH,2,Ag,Aj,1,kimi4_septembre4OutdoorCSH2AgAj
kimi,5_octobre,1,Indoor,CSH,22,Ag,Aj,0,kimi5_octobre1IndoorCSH22AgAj
kimi,5_octobre,1,Indoor,CSH,22,Ag,Aj,1,kimi5_octobre1IndoorCSH22AgAj
kimi,5_octobre,1,Indoor,CSH,23,Ag,Aj,NA,kimi5_octobre1IndoorCSH23AgAj
kimi,5_octobre,1,Indoor,CSH,2,Ag,Aj,1,kimi5_octobre1IndoorCSH2AgAj
kimi,5_octobre,1,Indoor,CSH,2,Ag,Aj,1,kimi5_octobre1IndoorCSH2AgAj
kimi,5_octobre,1,Indoor,CSH,4,Ag,Aj,0,kimi5_octobre1IndoorCSH4AgAj
kimi,5_octobre,1,Indoor,CSH,4,Ag,Aj,1,kimi5_octobre1IndoorCSH4AgAj
kimi,5_octobre,3,Outdoor,CSH,23,Ag,Aj,0,kimi5_octobre3OutdoorCSH23AgAj
kimi,5_octobre,3,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre3IndoorCSH0AgAj
kimi,5_octobre,3,Indoor,CSH,2,Ag,Aj,0,kimi5_octobre3IndoorCSH2AgAj
kimi,5_octobre,3,Indoor,CSH,5,Ag,Aj,1,kimi5_octobre3IndoorCSH5AgAj
kimi,5_octobre,1,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre1IndoorCSH23AgAj
kimi,5_octobre,1,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre1IndoorCSH23AgAj
kimi,5_octobre,1,Indoor,CSH,0,Ag,Aj,0,kimi5_octobre1IndoorCSH0AgAj
kimi,5_octobre,1,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre1IndoorCSH0AgAj
kimi,5_octobre,1,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre1IndoorCSH0AgAj
kimi,5_octobre,1,Indoor,CSH,4,Ag,Aj,0,kimi5_octobre1IndoorCSH4AgAj
kimi,5_octobre,1,Indoor,CSH,4,Ag,Aj,1,kimi5_octobre1IndoorCSH4AgAj
kimi,5_octobre,1,Outdoor,CSH,22,Ag,Aj,0,kimi5_octobre1OutdoorCSH22AgAj
kimi,5_octobre,1,Outdoor,CSH,0,Ag,Aj,0,kimi5_octobre1OutdoorCSH0AgAj
kimi,5_octobre,1,Outdoor,CSH,3,Ag,Aj,1,kimi5_octobre1OutdoorCSH3AgAj
kimi,5_octobre,1,Outdoor,CSH,4,Ag,Aj,0,kimi5_octobre1OutdoorCSH4AgAj
kimi,5_octobre,2,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre2IndoorCSH0AgAj
kimi,5_octobre,2,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre2IndoorCSH0AgAj
kimi,5_octobre,2,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre2IndoorCSH1AgAj
kimi,5_octobre,2,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre2IndoorCSH1AgAj
kimi,5_octobre,2,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre2IndoorCSH1AgAj
kimi,5_octobre,2,Indoor,CSH,1,Ag,Aj,0,kimi5_octobre2IndoorCSH1AgAj
kimi,5_octobre,2,Indoor,CSH,3,Ag,Aj,1,kimi5_octobre2IndoorCSH3AgAj
kimi,5_octobre,2,Indoor,CSH,4,Ag,Aj,0,kimi5_octobre2IndoorCSH4AgAj
kimi,5_octobre,2,Indoor,CSH,4,Ag,Aj,1,kimi5_octobre2IndoorCSH4AgAj
kimi,5_octobre,2,Outdoor,CSH,23,Ag,Aj,1,kimi5_octobre2OutdoorCSH23AgAj
kimi,5_octobre,2,Outdoor,CSH,23,Ag,Aj,0,kimi5_octobre2OutdoorCSH23AgAj
kimi,5_octobre,2,Outdoor,CSH,23,Ag,Aj,0,kimi5_octobre2OutdoorCSH23AgAj
kimi,5_octobre,2,Outdoor,CSH,23,Ag,Aj,1,kimi5_octobre2OutdoorCSH23AgAj
kimi,5_octobre,2,Outdoor,CSH,23,Ag,Aj,1,kimi5_octobre2OutdoorCSH23AgAj
kimi,5_octobre,2,Outdoor,CSH,2,Ag,Aj,1,kimi5_octobre2OutdoorCSH2AgAj
kimi,5_octobre,2,Outdoor,CSH,2,Ag,Aj,1,kimi5_octobre2OutdoorCSH2AgAj
kimi,5_octobre,2,Outdoor,CSH,4,Ag,Aj,1,kimi5_octobre2OutdoorCSH4AgAj
kimi,5_octobre,3,Indoor,CSH,22,Ag,Aj,NA,kimi5_octobre3IndoorCSH22AgAj
kimi,5_octobre,3,Indoor,CSH,22,Ag,Aj,0,kimi5_octobre3IndoorCSH22AgAj
kimi,5_octobre,3,Indoor,CSH,22,Ag,Aj,1,kimi5_octobre3IndoorCSH22AgAj
kimi,5_octobre,3,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre3IndoorCSH23AgAj
kimi,5_octobre,3,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre3IndoorCSH23AgAj
kimi,5_octobre,3,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre3IndoorCSH23AgAj
kimi,5_octobre,3,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre3IndoorCSH23AgAj
kimi,5_octobre,3,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre3IndoorCSH23AgAj
kimi,5_octobre,3,Indoor,CSH,2,Ag,Aj,1,kimi5_octobre3IndoorCSH2AgAj
kimi,5_octobre,3,Indoor,CSH,2,Ag,Aj,1,kimi5_octobre3IndoorCSH2AgAj
kimi,5_octobre,3,Indoor,CSH,2,Ag,Aj,1,kimi5_octobre3IndoorCSH2AgAj
kimi,5_octobre,3,Indoor,CSH,2,Ag,Aj,1,kimi5_octobre3IndoorCSH2AgAj
kimi,5_octobre,3,Indoor,CSH,2,Ag,Aj,1,kimi5_octobre3IndoorCSH2AgAj
kimi,5_octobre,3,Indoor,CSH,3,Ag,Aj,0,kimi5_octobre3IndoorCSH3AgAj
kimi,5_octobre,3,Indoor,CSH,3,Ag,Aj,1,kimi5_octobre3IndoorCSH3AgAj
kimi,5_octobre,3,Indoor,CSH,3,Ag,Aj,1,kimi5_octobre3IndoorCSH3AgAj
kimi,5_octobre,3,Indoor,CSH,3,Ag,Aj,NA,kimi5_octobre3IndoorCSH3AgAj
kimi,5_octobre,3,Indoor,CSH,4,Ag,Aj,NA,kimi5_octobre3IndoorCSH4AgAj
kimi,5_octobre,3,Outdoor,CSH,22,Ag,Aj,1,kimi5_octobre3OutdoorCSH22AgAj
kimi,5_octobre,3,Outdoor,CSH,22,Ag,Aj,1,kimi5_octobre3OutdoorCSH22AgAj
kimi,5_octobre,3,Outdoor,CSH,22,Ag,Aj,1,kimi5_octobre3OutdoorCSH22AgAj
kimi,5_octobre,3,Outdoor,CSH,23,Ag,Aj,1,kimi5_octobre3OutdoorCSH23AgAj
kimi,5_octobre,3,Outdoor,CSH,23,Ag,Aj,1,kimi5_octobre3OutdoorCSH23AgAj
kimi,5_octobre,3,Outdoor,CSH,0,Ag,Aj,0,kimi5_octobre3OutdoorCSH0AgAj
kimi,5_octobre,3,Outdoor,CSH,1,Ag,Aj,1,kimi5_octobre3OutdoorCSH1AgAj
kimi,5_octobre,3,Outdoor,CSH,1,Ag,Aj,NA,kimi5_octobre3OutdoorCSH1AgAj
kimi,5_octobre,3,Outdoor,CSH,1,Ag,Aj,NA,kimi5_octobre3OutdoorCSH1AgAj
kimi,5_octobre,3,Outdoor,CSH,1,Ag,Aj,0,kimi5_octobre3OutdoorCSH1AgAj
kimi,5_octobre,3,Outdoor,CSH,1,Ag,Aj,NA,kimi5_octobre3OutdoorCSH1AgAj
kimi,5_octobre,3,Outdoor,CSH,1,Ag,Aj,1,kimi5_octobre3OutdoorCSH1AgAj
kimi,5_octobre,3,Outdoor,CSH,4,Ag,Aj,0,kimi5_octobre3OutdoorCSH4AgAj
kimi,5_octobre,3,Outdoor,CSH,4,Ag,Aj,NA,kimi5_octobre3OutdoorCSH4AgAj
kimi,5_octobre,3,Outdoor,CSH,4,Ag,Aj,1,kimi5_octobre3OutdoorCSH4AgAj
kimi,5_octobre,4,Indoor,CSH,23,Ag,Aj,NA,kimi5_octobre4IndoorCSH23AgAj
kimi,5_octobre,4,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre4IndoorCSH1AgAj
kimi,5_octobre,4,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre4IndoorCSH1AgAj
kimi,5_octobre,4,Outdoor,CSH,23,Ag,Aj,1,kimi5_octobre4OutdoorCSH23AgAj
kimi,5_octobre,4,Outdoor,CSH,1,Ag,Aj,1,kimi5_octobre4OutdoorCSH1AgAj
kimi,5_octobre,4,Outdoor,CSH,3,Ag,Aj,NA,kimi5_octobre4OutdoorCSH3AgAj
kimi,5_octobre,4,Outdoor,CSH,3,Ag,Aj,1,kimi5_octobre4OutdoorCSH3AgAj
kimi,5_octobre,4,Outdoor,CSH,3,Ag,Aj,0,kimi5_octobre4OutdoorCSH3AgAj
kimi,5_octobre,4,Outdoor,CSH,3,Ag,Aj,1,kimi5_octobre4OutdoorCSH3AgAj
kimi,5_octobre,1,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre1IndoorCSH0AgAj
kimi,5_octobre,1,Indoor,CSH,4,Ag,Aj,1,kimi5_octobre1IndoorCSH4AgAj
kimi,5_octobre,1,Outdoor,CSH,0,Ag,Aj,1,kimi5_octobre1OutdoorCSH0AgAj
kimi,5_octobre,1,Outdoor,CSH,2,Ag,Aj,NA,kimi5_octobre1OutdoorCSH2AgAj
kimi,5_octobre,3,Indoor,CSH,0,Ag,Aj,NA,kimi5_octobre3IndoorCSH0AgAj
kimi,5_octobre,3,Indoor,CSH,5,Ag,Aj,NA,kimi5_octobre3IndoorCSH5AgAj
kimi,5_octobre,3,Outdoor,CSH,4,Ag,Aj,1,kimi5_octobre3OutdoorCSH4AgAj
kimi,5_octobre,4,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre4IndoorCSH1AgAj
kimi,5_octobre,1,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre1IndoorCSH23AgAj
kimi,5_octobre,1,Indoor,CSH,23,Ag,Aj,NA,kimi5_octobre1IndoorCSH23AgAj
kimi,5_octobre,1,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre1IndoorCSH0AgAj
kimi,5_octobre,1,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre1IndoorCSH0AgAj
kimi,5_octobre,1,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre1IndoorCSH0AgAj
kimi,5_octobre,1,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre1IndoorCSH1AgAj
kimi,5_octobre,1,Outdoor,CSH,21,Ag,Aj,NA,kimi5_octobre1OutdoorCSH21AgAj
kimi,5_octobre,1,Outdoor,CSH,21,Ag,Aj,1,kimi5_octobre1OutdoorCSH21AgAj
kimi,5_octobre,1,Outdoor,CSH,23,Ag,Aj,0,kimi5_octobre1OutdoorCSH23AgAj
kimi,5_octobre,1,Outdoor,CSH,23,Ag,Aj,NA,kimi5_octobre1OutdoorCSH23AgAj
kimi,5_octobre,1,Outdoor,CSH,0,Ag,Aj,NA,kimi5_octobre1OutdoorCSH0AgAj
kimi,5_octobre,1,Outdoor,CSH,1,Ag,Aj,1,kimi5_octobre1OutdoorCSH1AgAj
kimi,5_octobre,1,Outdoor,CSH,1,Ag,Aj,0,kimi5_octobre1OutdoorCSH1AgAj
kimi,5_octobre,1,Outdoor,CSH,2,Ag,Aj,NA,kimi5_octobre1OutdoorCSH2AgAj
kimi,5_octobre,2,Indoor,CSH,21,Ag,Aj,1,kimi5_octobre2IndoorCSH21AgAj
kimi,5_octobre,2,Indoor,CSH,22,Ag,Aj,1,kimi5_octobre2IndoorCSH22AgAj
kimi,5_octobre,2,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre2IndoorCSH23AgAj
kimi,5_octobre,2,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre2IndoorCSH23AgAj
kimi,5_octobre,2,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre2IndoorCSH0AgAj
kimi,5_octobre,2,Indoor,CSH,0,Ag,Aj,NA,kimi5_octobre2IndoorCSH0AgAj
kimi,5_octobre,2,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre2IndoorCSH1AgAj
kimi,5_octobre,2,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre2IndoorCSH23AgAj
kimi,5_octobre,2,Outdoor,CSH,1,Ag,Aj,1,kimi5_octobre2OutdoorCSH1AgAj
kimi,5_octobre,2,Outdoor,CSH,21,Ag,Aj,1,kimi5_octobre2OutdoorCSH21AgAj
kimi,5_octobre,3,Indoor,CSH,21,Ag,Aj,1,kimi5_octobre3IndoorCSH21AgAj
kimi,5_octobre,3,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre3IndoorCSH0AgAj
kimi,5_octobre,3,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre3IndoorCSH0AgAj
kimi,5_octobre,3,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre3IndoorCSH1AgAj
kimi,5_octobre,3,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre3IndoorCSH1AgAj
kimi,5_octobre,3,Indoor,CSH,1,Ag,Aj,NA,kimi5_octobre3IndoorCSH1AgAj
kimi,5_octobre,3,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre3IndoorCSH1AgAj
kimi,5_octobre,3,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre3IndoorCSH1AgAj
kimi,5_octobre,3,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre3IndoorCSH1AgAj
kimi,5_octobre,3,Indoor,CSH,3,Ag,Aj,1,kimi5_octobre3IndoorCSH3AgAj
kimi,5_octobre,3,Indoor,CSH,3,Ag,Aj,NA,kimi5_octobre3IndoorCSH3AgAj
kimi,5_octobre,3,Indoor,CSH,3,Ag,Aj,1,kimi5_octobre3IndoorCSH3AgAj
kimi,5_octobre,3,Indoor,CSH,4,Ag,Aj,1,kimi5_octobre3IndoorCSH4AgAj
kimi,5_octobre,3,Indoor,CSH,4,Ag,Aj,1,kimi5_octobre3IndoorCSH4AgAj
kimi,5_octobre,3,Indoor,CSH,5,Ag,Aj,1,kimi5_octobre3IndoorCSH5AgAj
kimi,5_octobre,3,Indoor,CSH,5,Ag,Aj,1,kimi5_octobre3IndoorCSH5AgAj
kimi,5_octobre,3,Indoor,CSH,5,Ag,Aj,1,kimi5_octobre3IndoorCSH5AgAj
kimi,5_octobre,3,Outdoor,CSH,23,Ag,Aj,1,kimi5_octobre3OutdoorCSH23AgAj
kimi,5_octobre,3,Outdoor,CSH,23,Ag,Aj,NA,kimi5_octobre3OutdoorCSH23AgAj
kimi,5_octobre,3,Outdoor,CSH,23,Ag,Aj,1,kimi5_octobre3OutdoorCSH23AgAj
kimi,5_octobre,3,Outdoor,CSH,0,Ag,Aj,0,kimi5_octobre3OutdoorCSH0AgAj
kimi,5_octobre,3,Outdoor,CSH,0,Ag,Aj,1,kimi5_octobre3OutdoorCSH0AgAj
kimi,5_octobre,4,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre4IndoorCSH0AgAj
kimi,5_octobre,4,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre4IndoorCSH0AgAj
kimi,5_octobre,4,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre4IndoorCSH1AgAj
kimi,5_octobre,4,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre4IndoorCSH1AgAj
kimi,5_octobre,4,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre4IndoorCSH1AgAj
kimi,5_octobre,4,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre4IndoorCSH1AgAj
kimi,5_octobre,4,Outdoor,CSH,21,Ag,Aj,1,kimi5_octobre4OutdoorCSH21AgAj
kimi,5_octobre,4,Outdoor,CSH,23,Ag,Aj,NA,kimi5_octobre4OutdoorCSH23AgAj
kimi,5_octobre,4,Outdoor,CSH,1,Ag,Aj,1,kimi5_octobre4OutdoorCSH1AgAj
kimi,5_octobre,4,Outdoor,CSH,1,Ag,Aj,1,kimi5_octobre4OutdoorCSH1AgAj
kimi,5_octobre,4,Outdoor,CSH,2,Ag,Aj,1,kimi5_octobre4OutdoorCSH2AgAj
kimi,5_octobre,4,Outdoor,CSH,2,Ag,Aj,1,kimi5_octobre4OutdoorCSH2AgAj
kimi,5_octobre,1,Indoor,CSH,4,Ag,Aj,NA,kimi5_octobre1IndoorCSH4AgAj
kimi,5_octobre,3,Indoor,CSH,23,Ag,Aj,1,kimi5_octobre3IndoorCSH23AgAj
kimi,5_octobre,3,Indoor,CSH,0,Ag,Aj,1,kimi5_octobre3IndoorCSH0AgAj
kimi,5_octobre,3,Indoor,CSH,3,Ag,Aj,1,kimi5_octobre3IndoorCSH3AgAj
kimi,5_octobre,3,Indoor,CSH,5,Ag,Aj,1,kimi5_octobre3IndoorCSH5AgAj
kimi,5_octobre,3,Outdoor,CSH,4,Ag,Aj,1,kimi5_octobre3OutdoorCSH4AgAj
kimi,5_octobre,4,Indoor,CSH,1,Ag,Aj,NA,kimi5_octobre4IndoorCSH1AgAj
kimi,5_octobre,1,Indoor,CSH,1,Ag,Aj,1,kimi5_octobre1IndoorCSH1AgAj
kimi,5_octobre,3,Outdoor,CSH,1,Ag,Aj,1,kimi5_octobre3OutdoorCSH1AgAj
kimi,5_octobre,3,Outdoor,CSH,2,Ag,Aj,NA,kimi5_octobre3OutdoorCSH2AgAj
kimi,6_novembre,1,Indoor,CSH,21,Ag,Aj,1,kimi6_novembre1IndoorCSH21AgAj
kimi,6_novembre,1,Indoor,CSH,22,Ag,Aj,1,kimi6_novembre1IndoorCSH22AgAj
kimi,6_novembre,1,Indoor,CSH,23,Ag,Aj,1,kimi6_novembre1IndoorCSH23AgAj
kimi,6_novembre,1,Indoor,CSH,0,Ag,Aj,1,kimi6_novembre1IndoorCSH0AgAj
kimi,6_novembre,1,Indoor,CSH,0,Ag,Aj,0,kimi6_novembre1IndoorCSH0AgAj
kimi,6_novembre,1,Indoor,CSH,1,Ag,Aj,1,kimi6_novembre1IndoorCSH1AgAj
kimi,6_novembre,1,Indoor,CSH,1,Ag,Aj,1,kimi6_novembre1IndoorCSH1AgAj
kimi,6_novembre,1,Indoor,CSH,3,Ag,Aj,NA,kimi6_novembre1IndoorCSH3AgAj
kimi,6_novembre,1,Indoor,CSH,3,Ag,Aj,1,kimi6_novembre1IndoorCSH3AgAj
kimi,6_novembre,1,Outdoor,CSH,22,Ag,Aj,0,kimi6_novembre1OutdoorCSH22AgAj
kimi,6_novembre,1,Outdoor,CSH,22,Ag,Aj,0,kimi6_novembre1OutdoorCSH22AgAj
kimi,6_novembre,1,Outdoor,CSH,23,Ag,Aj,0,kimi6_novembre1OutdoorCSH23AgAj
kimi,6_novembre,1,Outdoor,CSH,4,Ag,Aj,0,kimi6_novembre1OutdoorCSH4AgAj
kimi,6_novembre,2,Indoor,CSH,22,Ag,Aj,0,kimi6_novembre2IndoorCSH22AgAj
kimi,6_novembre,2,Indoor,CSH,22,Ag,Aj,0,kimi6_novembre2IndoorCSH22AgAj
kimi,6_novembre,2,Indoor,CSH,2,Ag,Aj,0,kimi6_novembre2IndoorCSH2AgAj
kimi,6_novembre,2,Outdoor,CSH,21,Ag,Aj,0,kimi6_novembre2OutdoorCSH21AgAj
kimi,6_novembre,2,Outdoor,CSH,21,Ag,Aj,1,kimi6_novembre2OutdoorCSH21AgAj
kimi,6_novembre,2,Outdoor,CSH,1,Ag,Aj,1,kimi6_novembre2OutdoorCSH1AgAj
kimi,6_novembre,3,Indoor,CSH,21,Ag,Aj,0,kimi6_novembre3IndoorCSH21AgAj
kimi,6_novembre,3,Indoor,CSH,22,Ag,Aj,1,kimi6_novembre3IndoorCSH22AgAj
kimi,6_novembre,3,Indoor,CSH,23,Ag,Aj,NA,kimi6_novembre3IndoorCSH23AgAj
kimi,6_novembre,3,Indoor,CSH,1,Ag,Aj,NA,kimi6_novembre3IndoorCSH1AgAj
kimi,6_novembre,3,Indoor,CSH,1,Ag,Aj,1,kimi6_novembre3IndoorCSH1AgAj
kimi,6_novembre,3,Indoor,CSH,1,Ag,Aj,1,kimi6_novembre3IndoorCSH1AgAj
kimi,6_novembre,3,Indoor,CSH,2,Ag,Aj,0,kimi6_novembre3IndoorCSH2AgAj
kimi,6_novembre,3,Indoor,CSH,3,Ag,Aj,1,kimi6_novembre3IndoorCSH3AgAj
kimi,6_novembre,3,Indoor,CSH,4,Ag,Aj,NA,kimi6_novembre3IndoorCSH4AgAj
kimi,6_novembre,3,Outdoor,CSH,22,Ag,Aj,1,kimi6_novembre3OutdoorCSH22AgAj
kimi,6_novembre,3,Outdoor,CSH,22,Ag,Aj,1,kimi6_novembre3OutdoorCSH22AgAj
kimi,6_novembre,3,Outdoor,CSH,23,Ag,Aj,1,kimi6_novembre3OutdoorCSH23AgAj
kimi,6_novembre,3,Outdoor,CSH,23,Ag,Aj,1,kimi6_novembre3OutdoorCSH23AgAj
kimi,6_novembre,3,Outdoor,CSH,0,Ag,Aj,1,kimi6_novembre3OutdoorCSH0AgAj
kimi,6_novembre,3,Outdoor,CSH,0,Ag,Aj,NA,kimi6_novembre3OutdoorCSH0AgAj
